Nombre de bits,Nombre de bits à 1,Rang dans la sous famille,Position du bit,Valeur
8, 3, 39, 8, 1
3, 1, 2, 1, 0
8, 3, 14, 4, 0
10, 8, 31, 4, 1
1, 1, 1, 1, 1
14, 5, 587, 2, 0
3, 2, 2, 1, 1
15, 7, 311, 3, 0
7, 0, 1, 4, 0
3, 2, 1, 2, 1
6, 6, 1, 6, 1
6, 3, 6, 3, 0
15, 11, 989, 4, 0
10, 10, 1, 5, 1
5, 1, 2, 3, 0
11, 7, 176, 5, 0
12, 1, 12, 8, 0
2, 0, 1, 2, 0
14, 0, 1, 2, 0
1, 0, 1, 1, 0
4, 3, 4, 3, 1
2, 1, 2, 2, 0
13, 9, 588, 8, 1
16, 8, 10366, 10, 1
13, 11, 3, 4, 0
14, 7, 3411, 14, 0
16, 2, 42, 7, 1
11, 5, 229, 4, 0
8, 0, 1, 6, 0
5, 3, 1, 4, 1
8, 2, 17, 3, 0
5, 3, 3, 2, 1
6, 5, 3, 2, 1
7, 3, 3, 7, 1
3, 2, 1, 3, 1
5, 4, 2, 5, 1
10, 7, 91, 3, 1
2, 2, 1, 1, 1
16, 4, 1165, 5, 0
7, 7, 1, 4, 1
5, 5, 1, 1, 1
5, 3, 8, 4, 0
12, 8, 462, 4, 1
10, 6, 121, 7, 0
13, 2, 27, 6, 1
10, 10, 1, 9, 1
6, 1, 6, 4, 0
8, 6, 11, 1, 1
13, 9, 173, 3, 1
2, 0, 1, 2, 0
13, 6, 148, 1, 0
10, 7, 4, 8, 1
13, 10, 104, 10, 1
12, 3, 58, 12, 1
13, 12, 11, 4, 1
6, 4, 7, 6, 1
4, 3, 3, 4, 1
4, 2, 1, 1, 0
5, 3, 10, 4, 0
4, 4, 1, 1, 1
2, 2, 1, 1, 1
4, 0, 1, 3, 0
6, 5, 4, 1, 1
1, 1, 1, 1, 1
6, 5, 6, 3, 1
4, 3, 3, 3, 0
3, 2, 1, 2, 1
8, 1, 6, 4, 0
1, 0, 1, 1, 0
5, 5, 1, 5, 1
3, 0, 1, 1, 0
10, 4, 64, 4, 1
4, 4, 1, 4, 1
13, 8, 924, 7, 1
14, 5, 1258, 10, 0
12, 0, 1, 7, 0
8, 7, 6, 7, 1
5, 1, 2, 5, 0
11, 1, 7, 9, 0
6, 5, 3, 5, 1
4, 1, 1, 3, 0
7, 0, 1, 2, 0
11, 9, 16, 2, 0
7, 5, 12, 4, 0
7, 3, 20, 4, 1
16, 1, 12, 8, 0
7, 6, 3, 5, 1
3, 0, 1, 1, 0
4, 3, 3, 3, 0
3, 0, 1, 3, 0
14, 10, 295, 13, 0
1, 0, 1, 1, 0
10, 5, 11, 9, 1
7, 5, 12, 4, 0
9, 3, 22, 5, 0
1, 1, 1, 1, 1
15, 10, 2658, 4, 1
7, 6, 7, 1, 1
4, 2, 2, 2, 1
15, 6, 1404, 12, 1
3, 3, 1, 1, 1
14, 11, 44, 7, 1
12, 1, 3, 4, 0
2, 2, 1, 1, 1
15, 0, 1, 1, 0
1, 1, 1, 1, 1
14, 2, 33, 2, 0
9, 2, 34, 2, 0
1, 1, 1, 1, 1
1, 0, 1, 1, 0
14, 9, 1245, 13, 1
4, 4, 1, 4, 1
8, 3, 4, 2, 0
14, 6, 667, 12, 0
16, 5, 957, 6, 0
15, 3, 38, 15, 0
12, 12, 1, 3, 1
4, 3, 4, 3, 1
11, 4, 165, 5, 0
10, 3, 70, 1, 0
2, 2, 1, 2, 1
10, 8, 14, 10, 1
10, 5, 9, 10, 1
11, 6, 56, 4, 1
14, 5, 365, 3, 0
3, 3, 1, 1, 1
6, 2, 6, 5, 0
4, 4, 1, 1, 1
8, 2, 11, 4, 0
11, 2, 2, 3, 0
8, 7, 7, 8, 1
10, 9, 5, 3, 1
16, 7, 794, 15, 1
5, 4, 1, 4, 1
2, 2, 1, 2, 1
1, 0, 1, 1, 0
9, 2, 23, 1, 0
1, 0, 1, 1, 0
4, 4, 1, 3, 1
9, 2, 8, 2, 0
3, 0, 1, 2, 0
4, 2, 5, 2, 0
1, 0, 1, 1, 0
5, 1, 5, 1, 1
6, 1, 2, 4, 0
14, 7, 1892, 10, 0
9, 4, 36, 4, 0
10, 8, 4, 10, 1
10, 0, 1, 6, 0
4, 0, 1, 3, 0
7, 5, 7, 5, 1
7, 2, 3, 1, 0
3, 1, 3, 3, 0
1, 0, 1, 1, 0
1, 1, 1, 1, 1
7, 7, 1, 7, 1
1, 1, 1, 1, 1
1, 0, 1, 1, 0
4, 4, 1, 2, 1
10, 8, 40, 3, 1
1, 1, 1, 1, 1
15, 0, 1, 3, 0
8, 3, 26, 2, 1
1, 1, 1, 1, 1
11, 9, 31, 7, 1
9, 4, 97, 4, 0
12, 12, 1, 11, 1
10, 0, 1, 7, 0
12, 7, 167, 1, 0
3, 2, 1, 3, 1
13, 1, 11, 8, 0
15, 7, 3551, 6, 1
16, 5, 3612, 8, 1
12, 5, 95, 7, 0
6, 3, 13, 1, 1
9, 5, 116, 1, 1
7, 7, 1, 2, 1
14, 6, 1562, 1, 0
3, 3, 1, 1, 1
2, 2, 1, 2, 1
3, 1, 1, 3, 1
16, 8, 12857, 15, 0
10, 0, 1, 7, 0
1, 1, 1, 1, 1
6, 4, 11, 5, 0
1, 1, 1, 1, 1
12, 7, 459, 12, 0
8, 5, 31, 3, 1
1, 1, 1, 1, 1
1, 1, 1, 1, 1
7, 1, 2, 5, 0
10, 8, 12, 8, 1
14, 11, 68, 10, 1
4, 4, 1, 3, 1
5, 4, 3, 5, 1
8, 2, 12, 3, 1
10, 7, 14, 4, 1
10, 5, 182, 4, 1
9, 3, 20, 3, 0
15, 1, 15, 11, 0
10, 6, 137, 6, 1
1, 0, 1, 1, 0
15, 14, 5, 11, 1
14, 9, 442, 12, 1
11, 2, 43, 10, 0
11, 0, 1, 8, 0
15, 14, 9, 1, 1
1, 1, 1, 1, 1
5, 0, 1, 1, 0
15, 14, 5, 14, 1
10, 5, 137, 8, 1
1, 0, 1, 1, 0
9, 2, 1, 4, 0
1, 0, 1, 1, 0
7, 1, 1, 5, 0
13, 8, 1052, 11, 1
12, 8, 222, 1, 1
10, 7, 44, 9, 1
10, 3, 116, 5, 0
14, 8, 2055, 2, 0
1, 1, 1, 1, 1
14, 5, 267, 14, 0
16, 2, 100, 3, 0
5, 4, 4, 2, 1
3, 1, 2, 2, 1
4, 0, 1, 2, 0
10, 8, 39, 1, 1
10, 2, 19, 7, 1
6, 3, 4, 4, 1
3, 2, 3, 1, 1
3, 1, 2, 2, 1
4, 0, 1, 3, 0
6, 3, 12, 3, 0
14, 13, 4, 13, 1
2, 0, 1, 1, 0
8, 5, 15, 2, 1
5, 3, 5, 1, 1
6, 1, 4, 3, 1
14, 9, 1953, 6, 1
7, 0, 1, 1, 0
2, 1, 2, 1, 1
8, 6, 18, 5, 1
4, 2, 2, 4, 1
15, 9, 4214, 3, 1
12, 12, 1, 9, 1
4, 4, 1, 3, 1
16, 8, 190, 14, 1
1, 0, 1, 1, 0
11, 6, 133, 6, 1
4, 3, 4, 1, 1
12, 8, 345, 4, 1
9, 6, 14, 9, 1
15, 7, 5099, 15, 0
1, 1, 1, 1, 1
9, 7, 33, 8, 1
8, 3, 30, 6, 0
7, 2, 8, 7, 0
7, 3, 9, 4, 1
11, 8, 114, 3, 1
3, 1, 2, 1, 0
14, 12, 22, 5, 1
11, 3, 139, 8, 1
16, 5, 2257, 5, 0
11, 4, 60, 1, 0
8, 0, 1, 6, 0
14, 1, 11, 12, 0
9, 5, 2, 6, 1
5, 0, 1, 1, 0
14, 8, 1355, 4, 0
2, 0, 1, 1, 0
16, 6, 3784, 4, 0
4, 3, 1, 2, 1
3, 0, 1, 2, 0
8, 1, 5, 6, 0
5, 3, 9, 5, 0
3, 3, 1, 3, 1
16, 3, 247, 7, 0
7, 5, 15, 6, 1
3, 0, 1, 3, 0
8, 2, 25, 6, 0
2, 0, 1, 1, 0
15, 3, 311, 5, 0
12, 5, 33, 3, 0
13, 6, 1339, 12, 0
6, 3, 15, 3, 1
13, 11, 76, 10, 1
15, 10, 2613, 9, 1
14, 9, 1782, 3, 1
1, 0, 1, 1, 0
1, 0, 1, 1, 0
9, 9, 1, 7, 1
6, 1, 3, 5, 0
16, 2, 83, 10, 0
5, 3, 4, 1, 0
14, 0, 1, 8, 0
2, 1, 2, 2, 0
10, 0, 1, 8, 0
14, 4, 115, 14, 0
6, 6, 1, 1, 1
1, 0, 1, 1, 0
13, 12, 3, 1, 1
9, 0, 1, 8, 0
7, 6, 3, 2, 1
2, 1, 2, 1, 1
3, 2, 2, 1, 1
13, 12, 5, 7, 1
13, 11, 64, 10, 1
15, 4, 16, 2, 0
6, 2, 3, 3, 0
7, 4, 30, 1, 1
9, 7, 20, 1, 1
7, 0, 1, 7, 0
10, 6, 189, 6, 0
16, 15, 13, 11, 1
5, 0, 1, 3, 0
2, 1, 1, 2, 1
12, 8, 254, 4, 1
11, 0, 1, 10, 0
2, 1, 2, 1, 1
10, 9, 4, 7, 1
9, 1, 6, 9, 0
10, 7, 22, 3, 1
5, 3, 3, 4, 0
7, 2, 11, 2, 1
13, 1, 12, 4, 0
1, 0, 1, 1, 0
8, 4, 4, 8, 1
1, 0, 1, 1, 0
7, 4, 27, 1, 1
4, 4, 1, 3, 1
4, 4, 1, 4, 1
12, 7, 22, 4, 1
8, 7, 6, 3, 1
8, 7, 7, 8, 1
9, 8, 2, 2, 0
15, 8, 5148, 1, 1
4, 0, 1, 3, 0
9, 0, 1, 3, 0
12, 6, 637, 3, 1
13, 9, 18, 2, 0
3, 3, 1, 2, 1
4, 4, 1, 2, 1
16, 3, 398, 11, 1
15, 4, 969, 13, 0
7, 5, 10, 5, 1
7, 6, 1, 4, 1
5, 0, 1, 5, 0
11, 5, 51, 3, 0
15, 2, 61, 5, 0
1, 0, 1, 1, 0
5, 2, 10, 1, 1
3, 0, 1, 3, 0
8, 3, 9, 6, 0
1, 1, 1, 1, 1
1, 0, 1, 1, 0
4, 4, 1, 4, 1
6, 0, 1, 2, 0
5, 0, 1, 4, 0
16, 14, 18, 14, 1
15, 15, 1, 11, 1
13, 13, 1, 2, 1
10, 8, 26, 10, 1
4, 2, 1, 2, 0
7, 5, 11, 5, 1
2, 0, 1, 1, 0
8, 0, 1, 3, 0
7, 1, 3, 7, 0
9, 2, 16, 3, 1
4, 1, 4, 3, 0
3, 1, 3, 3, 0
3, 0, 1, 1, 0
9, 8, 1, 5, 1
15, 15, 1, 6, 1
11, 7, 270, 4, 0
6, 4, 3, 1, 0
15, 1, 7, 9, 1
15, 3, 282, 13, 0
9, 1, 9, 1, 1
12, 0, 1, 11, 0
8, 7, 2, 8, 1
1, 0, 1, 1, 0
2, 0, 1, 2, 0
9, 8, 4, 4, 0
15, 1, 3, 14, 0
14, 9, 1738, 3, 1
8, 1, 8, 5, 0
13, 6, 1188, 5, 0
10, 3, 120, 9, 0
12, 4, 152, 9, 1
14, 11, 94, 8, 1
12, 3, 161, 4, 0
10, 8, 22, 5, 1
10, 10, 1, 6, 1
2, 0, 1, 1, 0
10, 3, 40, 7, 1
14, 7, 1153, 4, 1
7, 3, 27, 5, 0
11, 5, 222, 4, 0
16, 11, 4349, 1, 1
15, 5, 913, 15, 1
13, 11, 9, 3, 1
10, 3, 80, 7, 0
6, 2, 6, 2, 0
1, 1, 1, 1, 1
10, 8, 7, 9, 1
2, 2, 1, 1, 1
1, 0, 1, 1, 0
12, 0, 1, 2, 0
5, 1, 4, 5, 0
6, 2, 4, 5, 0
11, 0, 1, 5, 0
8, 7, 4, 5, 1
1, 1, 1, 1, 1
15, 2, 78, 14, 0
13, 12, 11, 7, 1
8, 1, 6, 7, 0
4, 3, 1, 1, 0
13, 8, 1190, 3, 1
2, 0, 1, 1, 0
3, 2, 3, 2, 1
16, 4, 1063, 1, 0
6, 5, 6, 4, 1
1, 1, 1, 1, 1
10, 1, 3, 2, 0
11, 9, 26, 5, 1
10, 9, 1, 7, 1
4, 4, 1, 1, 1
15, 14, 12, 11, 1
16, 15, 15, 14, 1
9, 2, 11, 8, 0
8, 6, 27, 6, 0
8, 6, 13, 3, 1
1, 0, 1, 1, 0
16, 1, 11, 16, 0
15, 14, 5, 4, 1
4, 3, 1, 1, 0
15, 10, 1567, 5, 1
13, 9, 480, 2, 1
8, 6, 28, 1, 1
13, 11, 73, 13, 1
11, 9, 20, 10, 1
14, 0, 1, 12, 0
13, 6, 1406, 4, 0
16, 4, 552, 1, 0
1, 0, 1, 1, 0
14, 11, 325, 8, 1
6, 0, 1, 4, 0
6, 0, 1, 1, 0
5, 2, 4, 2, 1
10, 0, 1, 8, 0
11, 0, 1, 5, 0
13, 0, 1, 10, 0
14, 9, 727, 3, 0
1, 0, 1, 1, 0
16, 12, 931, 1, 1
15, 7, 3618, 9, 0
13, 10, 10, 2, 0
15, 1, 5, 10, 0
1, 0, 1, 1, 0
9, 1, 5, 8, 0
3, 3, 1, 1, 1
12, 6, 854, 5, 0
16, 15, 3, 13, 1
7, 5, 18, 2, 1
13, 6, 221, 4, 0
13, 1, 10, 9, 0
5, 3, 2, 4, 1
6, 5, 6, 5, 1
6, 1, 2, 2, 0
2, 0, 1, 2, 0
12, 2, 7, 4, 0
6, 6, 1, 6, 1
13, 6, 1581, 7, 0
11, 5, 268, 7, 0
16, 10, 4862, 11, 1
8, 0, 1, 2, 0
10, 10, 1, 10, 1
7, 4, 28, 5, 1
16, 16, 1, 13, 1
4, 1, 1, 2, 0
13, 2, 38, 10, 0
4, 1, 4, 1, 1
2, 0, 1, 2, 0
13, 6, 368, 7, 1
4, 0, 1, 1, 0
3, 2, 1, 2, 1
2, 2, 1, 1, 1
14, 6, 1630, 3, 1
8, 1, 4, 8, 0
10, 2, 6, 6, 0
15, 2, 13, 2, 0
3, 1, 3, 3, 0
16, 16, 1, 8, 1
6, 3, 5, 4, 0
3, 3, 1, 2, 1
10, 10, 1, 5, 1
9, 0, 1, 7, 0
13, 4, 407, 2, 1
7, 6, 7, 5, 1
8, 7, 7, 6, 1
5, 2, 1, 2, 0
11, 6, 180, 10, 1
9, 6, 21, 7, 1
7, 4, 16, 1, 1
9, 7, 36, 2, 1
6, 5, 5, 2, 1
6, 0, 1, 4, 0
15, 7, 6241, 10, 0
13, 3, 19, 9, 1
2, 1, 2, 1, 1
5, 3, 7, 4, 1
1, 1, 1, 1, 1
2, 1, 1, 1, 0
14, 12, 14, 10, 1
3, 2, 1, 1, 0
4, 1, 4, 2, 0
1, 1, 1, 1, 1
15, 10, 1071, 3, 0
1, 1, 1, 1, 1
2, 2, 1, 1, 1
1, 0, 1, 1, 0
1, 1, 1, 1, 1
1, 0, 1, 1, 0
15, 5, 306, 1, 0
5, 1, 2, 1, 0
16, 3, 493, 3, 0
1, 1, 1, 1, 1
16, 10, 5319, 10, 0
8, 0, 1, 6, 0
8, 4, 50, 4, 0
7, 1, 7, 1, 1
9, 1, 9, 6, 0
16, 11, 2897, 4, 1
10, 6, 153, 6, 1
12, 9, 56, 2, 0
12, 4, 362, 6, 1
5, 2, 4, 1, 0
16, 6, 1062, 8, 0
13, 10, 101, 9, 1
2, 2, 1, 1, 1
12, 7, 28, 3, 0
2, 1, 1, 2, 1
7, 5, 14, 3, 0
4, 0, 1, 1, 0
4, 2, 5, 1, 1
1, 0, 1, 1, 0
15, 4, 471, 11, 0
9, 4, 117, 8, 1
8, 7, 6, 1, 1
4, 4, 1, 2, 1
16, 0, 1, 14, 0
7, 7, 1, 1, 1
1, 1, 1, 1, 1
8, 5, 5, 5, 1
8, 4, 19, 3, 0
7, 5, 5, 2, 1
6, 1, 1, 4, 0
6, 4, 14, 4, 0
7, 0, 1, 3, 0
14, 14, 1, 14, 1
1, 1, 1, 1, 1
6, 5, 5, 6, 1
8, 6, 17, 8, 1
3, 0, 1, 3, 0
13, 6, 1613, 1, 1
1, 0, 1, 1, 0
16, 5, 1176, 9, 1
13, 10, 284, 7, 1
8, 3, 54, 2, 1
5, 0, 1, 4, 0
3, 3, 1, 2, 1
9, 6, 83, 4, 1
11, 3, 151, 9, 1
16, 12, 893, 12, 1
7, 1, 3, 3, 0
13, 9, 668, 11, 0
9, 2, 31, 9, 0
3, 3, 1, 3, 1
2, 2, 1, 1, 1
13, 8, 1178, 1, 1
6, 4, 2, 4, 1
3, 3, 1, 3, 1
16, 9, 4381, 10, 1
5, 0, 1, 5, 0
8, 4, 25, 6, 1
10, 10, 1, 7, 1
7, 5, 1, 1, 0
12, 10, 24, 8, 1
2, 0, 1, 1, 0
2, 0, 1, 1, 0
14, 7, 849, 9, 1
16, 1, 12, 7, 0
16, 8, 3504, 8, 1
5, 5, 1, 3, 1
10, 4, 46, 1, 0
15, 7, 5803, 10, 1
1, 0, 1, 1, 0
8, 3, 14, 8, 1
16, 13, 7, 3, 1
8, 5, 41, 6, 0
7, 1, 7, 2, 0
11, 6, 424, 10, 1
14, 12, 74, 14, 1
12, 8, 32, 7, 0
13, 2, 68, 10, 0
14, 8, 2082, 9, 1
12, 1, 8, 12, 0
3, 0, 1, 1, 0
14, 11, 53, 14, 1
6, 4, 7, 4, 0
10, 8, 37, 3, 1
1, 1, 1, 1, 1
8, 3, 40, 1, 1
3, 3, 1, 3, 1
16, 12, 1152, 12, 0
8, 0, 1, 1, 0
9, 3, 17, 5, 1
4, 3, 2, 4, 1
13, 4, 137, 3, 0
15, 0, 1, 2, 0
12, 2, 62, 11, 0
1, 1, 1, 1, 1
16, 7, 8808, 8, 1
4, 4, 1, 2, 1
14, 8, 1486, 1, 1
16, 4, 822, 9, 1
6, 5, 5, 6, 1
8, 7, 3, 6, 1
9, 6, 14, 5, 0
13, 0, 1, 3, 0
7, 3, 13, 1, 0
4, 2, 6, 4, 0
10, 10, 1, 7, 1
13, 5, 1045, 10, 0
8, 7, 3, 2, 1
5, 3, 10, 1, 1
9, 3, 13, 3, 0
16, 7, 10531, 8, 0
10, 8, 17, 9, 1
9, 9, 1, 7, 1
11, 9, 51, 4, 1
5, 4, 1, 3, 1
16, 13, 458, 1, 1
9, 6, 9, 7, 1
8, 4, 49, 5, 1
2, 2, 1, 2, 1
8, 7, 3, 3, 0
3, 2, 1, 3, 1
14, 8, 1228, 8, 1
13, 0, 1, 4, 0
12, 10, 39, 11, 1
7, 6, 3, 4, 1
10, 4, 193, 9, 0
11, 5, 443, 9, 1
8, 1, 6, 5, 0
15, 12, 127, 15, 1
3, 0, 1, 2, 0
4, 2, 6, 4, 0
3, 2, 3, 3, 0
9, 3, 53, 1, 0
16, 1, 2, 11, 0
9, 2, 18, 6, 0
2, 2, 1, 1, 1
5, 1, 5, 5, 0
6, 0, 1, 3, 0
9, 9, 1, 8, 1
10, 0, 1, 1, 0
2, 0, 1, 1, 0
15, 15, 1, 3, 1
11, 5, 432, 6, 0
5, 4, 5, 2, 1
3, 1, 1, 2, 0
12, 4, 244, 8, 0
7, 4, 22, 5, 1
2, 2, 1, 1, 1
6, 0, 1, 2, 0
14, 6, 2671, 4, 0
11, 8, 120, 6, 0
11, 5, 177, 4, 1
16, 9, 7411, 13, 1
1, 0, 1, 1, 0
12, 9, 212, 1, 1
15, 3, 72, 7, 1
2, 0, 1, 2, 0
3, 3, 1, 2, 1
15, 1, 14, 4, 0
10, 10, 1, 9, 1
1, 1, 1, 1, 1
6, 0, 1, 2, 0
1, 0, 1, 1, 0
10, 2, 9, 6, 1
7, 0, 1, 3, 0
3, 1, 2, 2, 1
13, 7, 183, 8, 1
8, 5, 6, 1, 0
5, 4, 3, 4, 1
8, 5, 21, 8, 0
12, 0, 1, 5, 0
13, 12, 9, 12, 1
2, 0, 1, 1, 0
15, 11, 169, 12, 1
8, 2, 11, 3, 1
8, 0, 1, 2, 0
6, 6, 1, 6, 1
12, 10, 64, 5, 1
2, 0, 1, 1, 0
3, 0, 1, 3, 0
1, 0, 1, 1, 0
6, 3, 1, 2, 0
16, 8, 1857, 7, 0
10, 10, 1, 1, 1
5, 4, 1, 3, 1
8, 1, 5, 6, 0
15, 8, 1274, 10, 0
2, 0, 1, 2, 0
8, 8, 1, 6, 1
15, 0, 1, 3, 0
8, 0, 1, 5, 0
12, 10, 29, 3, 0
4, 1, 3, 3, 0
13, 4, 665, 7, 0
6, 5, 2, 6, 1
13, 13, 1, 13, 1
10, 6, 49, 10, 0
5, 2, 7, 5, 1
14, 2, 8, 7, 0
5, 2, 1, 4, 1
14, 14, 1, 5, 1
5, 4, 1, 4, 1
1, 0, 1, 1, 0
15, 14, 15, 11, 1
11, 5, 375, 9, 1
12, 7, 432, 12, 0
10, 7, 89, 8, 1
12, 3, 76, 5, 0
10, 7, 61, 3, 1
9, 9, 1, 4, 1
6, 0, 1, 2, 0
13, 3, 222, 4, 0
12, 10, 11, 3, 1
14, 14, 1, 2, 1
8, 0, 1, 4, 0
14, 3, 166, 8, 0
7, 3, 8, 6, 0
1, 1, 1, 1, 1
4, 2, 3, 1, 0
4, 0, 1, 3, 0
10, 4, 140, 7, 1
4, 4, 1, 3, 1
6, 5, 1, 6, 1
3, 3, 1, 1, 1
3, 1, 1, 3, 1
5, 5, 1, 2, 1
12, 5, 66, 4, 1
13, 8, 578, 3, 0
1, 1, 1, 1, 1
1, 0, 1, 1, 0
6, 0, 1, 3, 0
3, 0, 1, 1, 0
16, 3, 537, 3, 1
4, 2, 6, 1, 1
4, 3, 3, 4, 1
10, 4, 207, 6, 0
11, 7, 107, 1, 0
6, 6, 1, 3, 1
12, 9, 48, 10, 1
12, 3, 89, 9, 1
14, 1, 7, 1, 0
1, 1, 1, 1, 1
14, 13, 11, 12, 1
11, 8, 26, 1, 0
6, 0, 1, 5, 0
3, 0, 1, 2, 0
2, 2, 1, 1, 1
15, 6, 4569, 10, 1
16, 11, 1711, 6, 0
12, 2, 59, 10, 0
6, 3, 13, 6, 0
8, 8, 1, 3, 1
15, 15, 1, 9, 1
6, 5, 1, 2, 1
3, 2, 1, 3, 1
11, 5, 119, 4, 1
8, 4, 27, 4, 0
8, 5, 45, 7, 1
2, 2, 1, 1, 1
2, 0, 1, 2, 0
12, 9, 44, 3, 1
13, 11, 13, 1, 1
9, 6, 70, 1, 1
6, 1, 5, 2, 1
7, 4, 26, 6, 1
4, 3, 3, 3, 0
3, 1, 3, 1, 1
14, 12, 78, 11, 0
3, 1, 2, 2, 1
13, 7, 1356, 7, 0
9, 8, 9, 5, 1
12, 9, 38, 5, 1
4, 0, 1, 1, 0
6, 4, 13, 6, 1
4, 4, 1, 3, 1
9, 8, 3, 9, 1
15, 4, 410, 5, 0
9, 2, 2, 2, 0
14, 4, 555, 8, 0
6, 4, 15, 3, 1
3, 1, 1, 1, 0
12, 12, 1, 12, 1
13, 10, 48, 11, 1
14, 10, 634, 8, 1
9, 2, 23, 5, 0
14, 8, 491, 10, 0
10, 4, 109, 10, 1
9, 9, 1, 8, 1
13, 7, 1400, 10, 0
11, 2, 47, 2, 0
7, 5, 9, 7, 1
5, 2, 6, 5, 0
3, 0, 1, 2, 0
10, 5, 74, 3, 0
10, 2, 34, 9, 0
14, 1, 13, 4, 0
11, 5, 83, 7, 0
9, 9, 1, 8, 1
15, 9, 743, 15, 1
2, 2, 1, 2, 1
16, 12, 79, 7, 1
6, 0, 1, 6, 0
11, 9, 49, 9, 1
11, 7, 52, 11, 1
11, 1, 10, 10, 0
1, 0, 1, 1, 0
6, 0, 1, 2, 0
16, 13, 510, 14, 1
9, 1, 6, 9, 0
14, 8, 2782, 9, 0
5, 2, 10, 4, 0
5, 0, 1, 1, 0
5, 2, 3, 4, 1
12, 5, 74, 11, 0
3, 3, 1, 2, 1
16, 15, 8, 3, 1
8, 0, 1, 4, 0
14, 14, 1, 8, 1
11, 3, 47, 3, 0
7, 6, 4, 4, 0
16, 8, 8118, 16, 1
8, 2, 24, 5, 0
9, 1, 6, 5, 0
1, 1, 1, 1, 1
16, 1, 5, 4, 0
10, 10, 1, 1, 1
15, 15, 1, 13, 1
4, 4, 1, 4, 1
15, 9, 765, 13, 1
15, 1, 10, 3, 0
11, 3, 10, 5, 0
3, 3, 1, 1, 1
9, 3, 55, 6, 0
9, 3, 66, 3, 0
4, 2, 6, 4, 0
7, 1, 5, 2, 0
3, 0, 1, 1, 0
10, 2, 5, 2, 0
4, 1, 2, 3, 1
14, 6, 2042, 8, 0
16, 10, 480, 10, 0
1, 0, 1, 1, 0
7, 3, 20, 7, 0
14, 9, 1352, 7, 1
5, 5, 1, 2, 1
4, 2, 1, 3, 1
5, 2, 4, 5, 1
12, 4, 360, 3, 0
1, 1, 1, 1, 1
1, 0, 1, 1, 0
3, 0, 1, 2, 0
4, 0, 1, 3, 0
13, 8, 434, 4, 1
5, 1, 3, 4, 0
11, 10, 11, 10, 1
1, 0, 1, 1, 0
16, 13, 374, 9, 0
15, 7, 1751, 2, 1
11, 2, 41, 10, 0
7, 4, 33, 3, 1
12, 0, 1, 4, 0
15, 7, 1177, 12, 1
10, 10, 1, 3, 1
14, 1, 13, 13, 0
4, 4, 1, 3, 1
13, 2, 8, 13, 0
2, 0, 1, 1, 0
13, 6, 837, 3, 1
3, 3, 1, 3, 1
15, 13, 69, 15, 0
8, 7, 2, 4, 1
2, 0, 1, 2, 0
6, 2, 14, 4, 0
3, 3, 1, 2, 1
15, 9, 3399, 11, 1
16, 10, 7428, 9, 0
5, 4, 5, 2, 1
16, 10, 6739, 15, 1
11, 2, 37, 1, 0
9, 3, 75, 8, 0
9, 8, 9, 8, 1
6, 0, 1, 5, 0
1, 1, 1, 1, 1
15, 1, 15, 7, 0
12, 2, 16, 5, 0
2, 0, 1, 2, 0
16, 0, 1, 8, 0
13, 13, 1, 8, 1
1, 0, 1, 1, 0
10, 10, 1, 7, 1
14, 5, 835, 8, 0
8, 1, 1, 8, 1
1, 0, 1, 1, 0
1, 0, 1, 1, 0
6, 1, 3, 2, 0
3, 1, 3, 1, 1
12, 3, 68, 4, 1
4, 3, 4, 1, 1
13, 7, 1360, 11, 0
12, 12, 1, 4, 1
1, 0, 1, 1, 0
14, 1, 13, 6, 0
13, 6, 1244, 2, 0
4, 2, 3, 2, 1
9, 3, 58, 2, 0
9, 0, 1, 1, 0
10, 8, 45, 9, 0
2, 1, 1, 1, 0
9, 4, 54, 4, 1
1, 0, 1, 1, 0
5, 2, 6, 3, 1
6, 6, 1, 1, 1
12, 12, 1, 10, 1
8, 4, 15, 4, 1
4, 1, 4, 3, 0
14, 3, 165, 1, 0
12, 6, 495, 3, 0
14, 0, 1, 12, 0
6, 3, 6, 5, 0
11, 3, 103, 3, 0
10, 6, 152, 8, 1
12, 2, 3, 10, 1
2, 0, 1, 2, 0
9, 7, 27, 3, 1
10, 8, 16, 9, 0
2, 2, 1, 1, 1
8, 8, 1, 1, 1
9, 5, 11, 1, 0
3, 1, 3, 1, 1
11, 11, 1, 6, 1
4, 3, 4, 2, 1
13, 13, 1, 1, 1
16, 4, 606, 16, 0
13, 3, 17, 7, 0
6, 3, 18, 6, 0
10, 5, 149, 4, 1
5, 5, 1, 4, 1
11, 6, 301, 5, 1
15, 3, 205, 8, 0
7, 3, 10, 3, 1
10, 0, 1, 2, 0
15, 0, 1, 8, 0
13, 7, 118, 12, 1
5, 5, 1, 1, 1
3, 0, 1, 2, 0
11, 0, 1, 4, 0
2, 0, 1, 1, 0
8, 5, 18, 1, 0
1, 0, 1, 1, 0
9, 4, 112, 1, 1
3, 2, 1, 3, 1
9, 7, 30, 7, 1
14, 6, 1892, 4, 0
4, 3, 1, 3, 1
3, 1, 1, 3, 1
2, 1, 1, 1, 0
5, 0, 1, 3, 0
15, 2, 74, 13, 0
13, 5, 878, 13, 0
16, 3, 556, 2, 1
16, 15, 1, 10, 1
1, 0, 1, 1, 0
4, 4, 1, 4, 1
7, 0, 1, 6, 0
